tweet,label
"  من الدنيا إذا غبتي ، انا اكثر من اكثر شخص يحتاجك .. انا اللي ما يبي بالعمر الا انتي ، وانا ضحكتك وانا عقدة حجاجك!💛💛",fear
"RT <USER> انت تقرا الان و   جداً ، و بالرغم من ذلك … لن تاتي !",anger
طيب دلوقتي انا بدات  اتعامل مع الناس  زي ما بتتعامل  و ه,happy
"انا اخآف اكون مُ شاكر للنعمه ،و  تزول؟",fear
"  من البنات اللى لما بيشوفوا بنت اجنبية بيقولهم على نفسهم فردة جزمة من غير ما احنا نتكلم ونقول كده، عاش يا بنات ✋🏻😂",happy
  كيف فهمي متحمل نظرات مراد لو اني مكانه كان مت  الله لايحطني في مكانه بسس #kurtlarvadisipusu,surprise
<USER> كلزق  وانت تقول اكيد تحلمتي فيني 😒💔,happy
"<USER> <USER> <USER> <USER> <USER> دي شكليات مش مهمة بتاتاً،   عليك ماتلحقش الخازنة",fear
"<USER>   على اليجري ، انشيلوتي مصغر",happy
<USER> يجننون بس  وش جاب التركي عندهم,surprise
من كثر ما  ماودي انام ويخلص اليوم..,happy
"""  من الي يقولي :  انت ماتستحي على وجهك😐  ياحبيبي انا عايش طول عمري  مع وجهي وتبيني استحي  منه ليش 😜""""""",surprise
<USER> <USER> <USER>   مثلك لانه السيسي اهبل من هيك,surprise
<USER> <USER> <USER> <USER> لا و الله العظيم ابدا بالعكس   و ضحكت و فرحت رغم انها ابدت بسوء تفاهم بس اتمنى تكونوا فهمني,happy
RT <USER>   وحزني اشكال وانواع  طفران ووجيه الطفارى دايم عبوسه  يارب  انا عبدك ولاني ب طماع  رضاك  واثنين مليار وبس وعروسه  #بعثرة_ق…,sad
"""😢   وحزني اشكال وانواع  طفرانه ووجيه الطفارى عبوسه يارب ، انا عبدك ولاني بـ طماعه  رضاك ، واثنين مليون ، ومعرس  """"̮""",sad
 انى بقيت مشغولة عن تويتر ده,happy
فجاه اشتقت ل حسابي القديم و على الحظ يوم جيت بفتحه تسّكر نهائي ومالحقت عليه افتحه من بدري اه  جداً💔.,sad
<USER>  هههههههههههههه والله صعبه جدا بس ممكن بكرا افتح الشباك عاد ابينله انو  من اهلو,disgust
<USER>   والله يا اخوي قطعو قلبي الشباب وهم يتكلمون عن المباراة   😢😢😢😢,sad
اضحك على نفسي و اضحك على الناس/ و اقول   دايم و   /  لاكنني محتاج فرحه بـ إحساس / ماهي بـ فرحه كلها هم و احزان /  #مشهور_الجحدلي,happy
اما باجى انصحك مش قصدى فرض راى    عليك ياغبي  #مقصودة,fear
لا علامة لا وهم لا ابتسامة او الم لا ملامح فيها خوف لا مشاعر تنفهم.      يستمر صمت الشفايف,fear
<USER>   بس مو اي شي يخليني اعصب 🙊,anger
 جدا النهارده الحمد لله 😄😄😃😃🙏🙏🙏🙏,happy
<USER> <USER>   من الي يصورون الحميرر,surprise
فتحت الحنفية غسلت ايدي وبعدين اكلت   وبرضو مت من السم!....  ,surprise
  افقد الثقه ف نفسي ...!,fear
<USER>     يكون هو ابوراس 😐,fear
  وهي بكاية× – formidable,disgust
"شاريه كڤر لجوالي جديد ،  ه❤️  #بساطه",happy
والله اللي يسالونك  ين مدري كيف عندك مهاره تعطيهم على جوهم 😂 — لاني   مثلهم <URL>,disgust
<USER>  بعد شتسوين لازم تتحمليني,disgust
شارموفرز بكرة و مشروع ليلى و اوتوستراد و سلالم و شارموفرز تانى الجمعة 💃💃  😂😂🚶,fear
 يا نينة خالص يعني,sad
  عليك والله   =D <URL>,fear
"الحمدلله انا والياسمين نجحت ,وعجبت ناس كثيره  ,  &lt;3 <URL>",happy
"#شاب_يصفع_سيدة_منتقبة_بجدة خلّوا السيدة والكف اللي جاه،  بانوثة الرجال اللي واقفين، حسرة على رجال اول ، يوم الرجال رجال!!",surprise
نفسي اخد حظي ع جنب واساله هو انا زعلتك ف حاجه عملتلك حاجه طيب.......!!!؟ مستلفه منك فلوس ومرجعتهاش مالك   مني كدا ليه 😂😂😂😂,disgust
قالها   تحبي حد غيري فراحت حبت حد غيره عشان ما يفضلش   :D,fear
  فتورت المياه  تجي ٥٠ جنيه مياه و ٢٠ جنيه فوسفات الشهر ده,fear
"يوجعني قلبي لما اتمسك بشخص و  يتركني،توجعني فكرة إن الناس كلهم مُؤقتين ومجرد عابرين ,تقرا؟ طيب طمني وقول انا معاك لين نهايه هالعمر؟",fear
"بعيداً عن القرف .....،  جداً ......✋",disgust
انا باقف دقيقه بعد ما حد يالش  كده و بعدين بافصل ضحك مش عارفه السبب و الله .,disgust
<USER> <USER> كدا كدا  عليها ...لتفعل ما تريد ...,anger
"  لما اموت اصحابى ياخدوا سكرين شوت للتويت ، ويكتبوا ربنا يرحمك انت وحشتنا .",fear
<USER> لما تيون بوظبي بتعرفين اشكثر  😂,happy
  الهبوط للدرجه الثانيه شعور جداً خايس,sad
<USER>   جداا.. اشتريت غساله ال جي امامي من الوكيل الناغي ولكنها تهتز وتتحرك وقت الغسيل والتجفيف حوالي مترين او اكثر,anger
بس تعرفو ان اللي فجر دا هياخد ثواب كبير ..   انة رحمنا من اللي بيجي ف التلفزيون اقسم بالله ..   .. ربنا يبركلك يبني,happy
<USER>    اقول غريبه هذا الشخص يحضر كل مباراه شفيه ذا الموسم ماحضر شيء   الله يفرجها عليك 💔.,surprise
مع إن شكلها وحش بس  بيها✌🏻️ <URL>,happy
"RT <USER> والله شيء مب معقول، ليه نفسيتي تسوء يوم عن يوم؟فجاه اكره الناس وفجاه اكره حتى نفسي؛يمكن  ه؛لكن الناس اللي كرهتهم يستاهل…",disgust
<USER> <USER>    خخخ .. انت مثلي ؟ علشان كذا ضحكت ؟ 😄,surprise
لحد يحكي معي   جدا جدا 😠😠,anger
<USER> معلش اتاخرت ف الرد الفون بيعلق والله خالص.. انك  ..ده العادى يامحمد فيه ايه يابنى...انا حاسه انى حايه من كوكب تانى,surprise
 هفضل لحد امته عندي برود اتجاه مذاكرة اهااا 😖😖,anger
 والكون لا يبالي,sad
<USER> ماضيك يتحدث     ليش ماسووا لك انفلو للحين,surprise
ابتسام تتوج بلبنان يوم عيد ميلادي احلى عيد   💃💃💃💃10/05/2015 #IbtissamTiskat <USER> <URL>,happy
"RT <USER> قبل الغياب،   جاني وفي كفه سنين، يقول لي خذها معك،   والا بلاش اودعك.   ضمّيتها لصدري ورا ضلع الحنين و ،    يا ليييت …",sad
انا مش بتعب نفسي في التفكير في الحاجة اللي هتريحني فا تلقائيا اكيد هتلاقيني   منك لما تطلب مني اي حاجة يعني,disgust
- الحمدلله على شعور فقدان الاهتمام   على شعور   بك او بدونك .,happy
<USER> اصل  جدا و كنت لما اضايق ارميه و اكسره و اصلحه و عايش 😂😂😂 لكن الموبايل ال معايا ده صلحته ب ٤٠٠ جنيه 😂😂,anger
<USER>   و  ليه دي اللي هيحصل تلبس نساء اقباط حجاب وفي تحرير تخلعه مع كام شيخ فته ويصور إعلان العهر علي انهن مسلمات,fear
"""احلى اشي لما محاضر الكيميا يوقف ويحكيلنا """"معندكوش فكرة كديش   من المادة اللي بعلمها! لدرجة جاعبالي اعمل تفاعلات حاليا"""" &lt;3""",anger
<USER>    مين في عندو ادره يختفي عن ملاك,surprise
"""يوجعني قلبي لما اتمسك بشخص و  يتركني  توجعني فكرة ان الناس كلهم مؤقتين ومجرد عابرين تقرا طيب طمني وقولي انا معك لين نهاية هالعمر ؟.""""""",fear
<USER> <USER> <USER>  بس انكو مركزين مع عيد ميلاده 😳,surprise
"""فلان :"""" ايمتى بدنا نفرح فيك ! """"  انا : """" الله يسلمك   بحالي كل يوم ، انت شوف اليوم يلي بيناسبك وتعا نفرح كلنا """"""",happy
"""مانيب   من الفرقى  ، اصير عادي و امُر الذاكرة """"عادي"""".""",fear
<USER> لا بعطي 🙈😜   العكس,fear
الحمدالله الحمدالله فحوصات امي طلعت سليمه وقلبها سليم مافيها شي ولا تحتاج عملية 😭😭  جداً ي عالم   ربي يخليها لي ❤️,happy
<USER> حتى   بس الحمدلله انه ظابط معي,surprise
"""RT <USER> فان خال:"""" كذلك, لقد كان مروان فيلايني مُهماً جداً لـ تكتيك الفريق.   جداً لان #فيلايني يلعب لمانشستر يونايتد وليس لنا…""",happy
RT <USER>  كثييير واحس بانشراح 😢🌸💗💗.,happy
RT <USER> واحد يقول : كنت في محل اتصالات وجاء واحد محتار يشتري ايفون ولا جالكسي قلت له اخوي تبي نصيحتي قال :  لا ومن بعدها و  ونف…,sad
RT <USER> انا عمري ما قلت ان   غير بعد ما عمري اتمناكي ..,fear
<USER> <USER> <USER> <USER> <USER> <USER> ايه   عليها منه تراها صغيره مره وهو كبير😂😂😂😂😂😂,fear
  وقت ما ابوس اللى هتجوزها ف بوقها افتكر انها اكلت ف يوم من الايام سمك م  😏 #صاحب_تويتر_بيقول_فسيخ  #قول_هتعمل_ايه_ف_شم_النسيم,fear
 يا بومبا وقلبى   😔,sad
 والحياة زى الفل ومفيش اى حاجة معكرة مزاجى وكل حاجة ماشية زى ما خططتلها #كدبة_ابريل,happy
 من اجل كل شخص لا يمكنه سماع الاذان .,sad
#اعتراف   ايون    جدا    بس لما حد   يستفزني بالكذب   طالما انت كاذب تبقى  تستحق  نزفرتي عليك  وتستاهل اللي سمعته    #يا_كاذب,anger
