كلمة, PFA,الفئة
NO TRANSLATION,0.394,غضب
عدم احترام,0.394,غضب
غير شرعي,0.394,غضب
رعاع,0.394,غضب
فعالة,0.394,غضب
NO TRANSLATION,0.394,غضب
تزوير,0.394,غضب
قاضى,0.394,غضب
غير ودي,0.394,غضب
مصادرة,0.394,غضب
كبريت,0.392,غضب
أرغ,0.391,غضب
غضب,0.391,غضب
تهور,0.391,غضب
زلزال,0.391,غضب
grrrrr,0.391,غضب
تحلل,0.391,غضب
مزور,0.391,غضب
تعارض,0.389,غضب
دعوى قضائية,0.386,غضب
مهجور,0.382,غضب
فجور,0.382,غضب
يأس,0.382,غضب
صعوبة,0.379,غضب
عضال,0.379,غضب
شديد الحساسية,0.379,غضب
تجبر,0.379,غضب
همسة,0.379,غضب
بندقية,0.379,غضب
تزييف,0.379,غضب
الوخزات,0.379,غضب
NO TRANSLATION,0.379,غضب
التهاب,0.379,غضب
وتد,0.378,غضب
ارتجاج في المخ,0.377,غضب
تشاؤم,0.375,غضب
شرك,0.375,غضب
صبياني,0.375,غضب
خيبة الأمل,0.375,غضب
NO TRANSLATION,0.375,غضب
ميليشيا,0.375,غضب
الحبس الاحتياطي,0.375,غضب
متعطل,0.375,غضب
مدفع,0.375,غضب
RAWR,0.375,غضب
خبيث,0.375,غضب
NO TRANSLATION,0.375,غضب
المحسوبيات,0.371,غضب
محزن,0.371,غضب
تعيق,0.371,غضب
برر,0.371,غضب
انفصام فى الشخصية,0.369,غضب
الانحراف,0.368,غضب
سيء السمعة,0.368,غضب
منع,0.368,غضب
غزو,0.367,غضب
لحاء الشجر,0.365,غضب
سرطان الدم,0.365,غضب
ينبح,0.364,غضب
بيرك,0.364,غضب
التحدي,0.364,غضب
رفض,0.364,غضب
تعيس,0.364,غضب
متخلفا,0.364,غضب
محارب,0.364,غضب
حزام,0.364,غضب
مثيرة للجدل,0.359,غضب
عنيد,0.359,غضب
ندرة,0.359,غضب
مكسور,0.359,غضب
قاضى,0.359,غضب
جدلي,0.359,غضب
بعد,0.359,غضب
لم يعجبني,0.359,غضب
بريق,0.359,غضب
تقييد,0.359,غضب
نذل,0.359,غضب
طائفي,0.359,غضب
عجز,0.359,غضب
مقاطعة,0.358,غضب
صعب,0.357,غضب
بغي,0.353,غضب
سوء سلوك,0.351,غضب
خشن,0.351,غضب
إزالة,0.351,غضب
شقي,0.351,غضب
نقص,0.35,غضب
فقدان,0.349,غضب
الآفات,0.348,غضب
خلل,0.348,غضب
تصلب,0.348,غضب
مهجور,0.348,غضب
راحه,0.348,غضب
تراجع,0.348,غضب
غير موثوق به,0.348,غضب
NO TRANSLATION,0.348,غضب
خائب الامل,0.348,غضب
خلاف,0.348,غضب
وصمة عار,0.348,غضب
قرحة,0.348,غضب
"انحياز، نزعة",0.345,غضب
نفي,0.344,غضب
لا إجتماعي,0.344,غضب
تهرب,0.344,غضب
خسيس,0.344,غضب
التضايق,0.344,غضب
ضعف جنسى,0.344,غضب
متزعزع,0.344,غضب
مضلل,0.344,غضب
جردت,0.344,غضب
تنكر,0.344,غضب
غير مستقر,0.344,غضب
القلق,0.344,غضب
بخيل,0.344,غضب
تدهور,0.344,غضب
القرصان,0.344,غضب
غير جدير بالثقة,0.344,غضب
متطاول,0.343,غضب
مرض,0.341,غضب
تطفل,0.341,غضب
اعوجاج,0.34,غضب
كاره,0.338,غضب
سيء السمعة,0.338,غضب
إدمان الكحول,0.338,غضب
صف,0.337,غضب
NO TRANSLATION,0.336,غضب
سوف,0.333,غضب
عبء,0.333,غضب
برج العقرب,0.333,غضب
غير شرعي,0.333,غضب
سحر,0.333,غضب
قطع,0.333,غضب
مشلول,0.333,غضب
كافر,0.331,غضب
الهلك سفينة ثقيلة,0.329,غضب
متهور,0.329,غضب
متصنع,0.328,غضب
الاطر,0.328,غضب
متقطع,0.328,غضب
غير مؤهل,0.328,غضب
أكذوبة,0.328,غضب
همسة,0.328,غضب
بررر,0.328,غضب
مقاومة,0.328,غضب
ضحية,0.328,غضب
كبش فداء,0.328,غضب
شد,0.328,غضب
الخصم,0.328,غضب
حملة صليبية,0.328,غضب
خلع,0.328,غضب
غاضب,0.328,غضب
ممنوع,0.328,غضب
غير مناسب,0.324,غضب
هاي,0.324,غضب
خسارة,0.324,غضب
تجنب,0.324,غضب
تحايل,0.324,غضب
مهمل,0.324,غضب
داء يصيب النبات,0.323,غضب
طوابير,0.318,غضب
أداء غير بارع,0.318,غضب
سحق,0.318,غضب
نفاق,0.318,غضب
نقد,0.318,غضب
صرخة,0.316,غضب
تنخفض قيمته,0.315,غضب
فقر,0.312,غضب
قش,0.312,غضب
مغفل,0.312,غضب
NO TRANSLATION,0.312,غضب
إقالة,0.312,غضب
معدل الوفيات,0.312,غضب
ضاءل,0.312,غضب
لا مبالاة,0.312,غضب
نفايات,0.312,غضب
التسريع,0.309,غضب
غير مسموح بها,0.308,غضب
أرعن,0.307,غضب
عاصف,0.307,غضب
دفن,0.304,غضب
ثيوقراطي,0.303,غضب
جفل,0.303,غضب
متجهم,0.303,غضب
التفاف,0.3,غضب
لا معنى له,0.297,غضب
مأزق,0.297,غضب
تستهلك,0.297,غضب
مسرف,0.297,غضب
خدعة,0.297,غضب
سوء استخدام,0.297,غضب
احصل على خاصتك,0.297,غضب
ضريبة,0.297,غضب
مكتئب,0.297,غضب
NO TRANSLATION,0.297,غضب
شلل,0.295,غضب
النازحين,0.294,غضب
محدود,0.292,غضب
NO TRANSLATION,0.29,غضب
شركة مصفاة نفط عمان,0.289,غضب
سخيف,0.289,غضب
إغاظة,0.288,غضب
شحذ,0.288,غضب
تتفاعل,0.288,غضب
وقح,0.288,غضب
العمود الفقري,0.288,غضب
بلا مأوى,0.288,غضب
صاح,0.287,غضب
مضطرب,0.287,غضب
حاجز,0.287,غضب
قصر النظر,0.283,غضب
تهريب,0.281,غضب
قطع,0.281,غضب
بريد مؤذي,0.281,غضب
المتخلفة,0.281,غضب
بقشعريرة,0.281,غضب
AGH,0.281,غضب
تعويض,0.281,غضب
flexin,0.281,غضب
غير متوافق,0.281,غضب
مذنب,0.281,غضب
عدم الامتثال,0.279,غضب
القزم,0.279,غضب
التخزين المؤقت,0.279,غضب
ظلم,0.279,غضب
غزوة,0.279,غضب
سفلي,0.278,غضب
بعبع,0.273,غضب
القليل الخبرة,0.273,غضب
زائف,0.273,غضب
غير مكترثة,0.273,غضب
صدمة,0.269,غضب
المشاكس,0.269,غضب
المدعى عليه,0.266,غضب
كامن,0.266,غضب
موسيقى الراب,0.266,غضب
نقب,0.266,غضب
NO TRANSLATION,0.266,غضب
يتحمل,0.266,غضب
لا جدوى,0.266,غضب
معطل,0.266,غضب
مأزق,0.266,غضب
غير مريح,0.266,غضب
نظرية المساواة بين الجنسين,0.266,غضب
هراء,0.266,غضب
المقاطعات,0.265,غضب
تقلب,0.265,غضب
مبالغة,0.263,غضب
تخسر,0.261,غضب
طقطق,0.258,غضب
يغيظ,0.258,غضب
فرن,0.258,غضب
حجر,0.258,غضب
سرقة,0.258,غضب
جندي,0.258,غضب
غير كفء,0.257,غضب
التلقين,0.255,غضب
انزلاق,0.25,غضب
سوء السمعة,0.25,غضب
كذب,0.25,غضب
غير صحيح,0.25,غضب
تمكن,0.25,غضب
تنطلق,0.25,غضب
كلام فارغ,0.25,غضب
الغاء المتابعة,0.25,غضب
وصاخبة,0.25,غضب
العبوس,0.25,غضب
قصب,0.25,غضب
NO TRANSLATION,0.25,غضب
صاروخ,0.25,غضب
تعقد,0.25,غضب
الاشتراكي,0.25,غضب
المحامية,0.25,غضب
NO TRANSLATION,0.242,غضب
caps lock,0.242,غضب
مسيج,0.242,غضب
عقبة,0.242,غضب
حبل المشنقة,0.242,غضب
ساحرة,0.242,غضب
رعب,0.242,غضب
ينتقص,0.242,غضب
قارع الأجراس,0.242,غضب
عابس,0.239,غضب
NO TRANSLATION,0.238,غضب
جوع,0.235,غضب
ركود اقتصادي,0.234,غضب
حمم بركانية,0.234,غضب
الصدف,0.234,غضب
NO TRANSLATION,0.234,غضب
هاو,0.234,غضب
تعريفة,0.234,غضب
فشل,0.234,غضب
NO TRANSLATION,0.234,غضب
الوغد,0.234,غضب
سياسة,0.234,غضب
غير مرغوب فيه,0.231,غضب
ظلام,0.227,غضب
مقابل,0.227,غضب
استقال,0.227,غضب
تقليد,0.227,غضب
منقوع,0.226,غضب
لم تتحقق,0.225,غضب
مهجور,0.222,غضب
إفلاس,0.221,غضب
مديون,0.221,غضب
متعذر,0.221,غضب
غير مساعد,0.219,غضب
الوخز,0.219,غضب
ارتباك,0.219,غضب
بعوض,0.219,غضب
المراقب,0.219,غضب
سوء فهم,0.219,غضب
ضغط,0.219,غضب
متذمر,0.219,غضب
NO TRANSLATION,0.219,غضب
أداة,0.219,غضب
فضولي,0.213,غضب
مبالغ فيها,0.212,غضب
هاري,0.212,غضب
نقص,0.212,غضب
الجامع,0.212,غضب
ميلودراما,0.212,غضب
المبالغة,0.206,غضب
ملكية,0.206,غضب
صحراء,0.206,غضب
تجهم,0.203,غضب
غير مدعو,0.203,غضب
اتهام,0.203,غضب
غير فعال,0.203,غضب
يخدع,0.203,غضب
قليل الحظ,0.203,غضب
غير مدفوع,0.203,غضب
العمود الفقري,0.203,غضب
جملة او حكم على,0.203,غضب
عاجز,0.203,غضب
محكمة,0.199,غضب
التي لا نهاية لها,0.198,غضب
الاعلانات,0.197,غضب
تأخير,0.197,غضب
أخطاء,0.197,غضب
مشتت الذهن,0.197,غضب
سوء فهم,0.195,غضب
أثار,0.191,غضب
غير مقبول,0.191,غضب
برق,0.189,غضب
في حال,0.188,غضب
منع,0.188,غضب
غير آمن,0.188,غضب
كئيب,0.188,غضب
تقييم,0.182,غضب
عشيقة,0.182,غضب
NO TRANSLATION,0.182,غضب
NO TRANSLATION,0.182,غضب
المدعي,0.182,غضب
يصر,0.182,غضب
تشتيت,0.182,غضب
أفيون,0.18,غضب
عنيد,0.176,غضب
استحق,0.176,غضب
يصر على,0.175,غضب
يعالج,0.175,غضب
وضع الشيء في غير مكانه,0.172,غضب
غير حاسم,0.172,غضب
رطانة,0.172,غضب
الصوف,0.172,غضب
رسوم,0.172,غضب
NO TRANSLATION,0.172,غضب
حرر,0.172,غضب
إثارة,0.172,غضب
الهرمونية,0.172,غضب
الجبار,0.172,غضب
NO TRANSLATION,0.172,غضب
عواء,0.168,غضب
غير متساو,0.167,غضب
قصور,0.167,غضب
أوتار المأبض,0.167,غضب
مساومة,0.167,غضب
بغل,0.167,غضب
تافه,0.167,غضب
NO TRANSLATION,0.163,غضب
لا مبالاة,0.156,غضب
روماتزم,0.156,غضب
قفص,0.156,غضب
ساعد,0.156,غضب
غير مؤكد,0.152,غضب
نحلة,0.152,غضب
NO TRANSLATION,0.152,غضب
مشاركة,0.152,غضب
التضليل,0.152,غضب
محامي,0.152,غضب
يتقاضون أجورا,0.152,غضب
التظاهر,0.152,غضب
الحملة الانتخابية,0.151,غضب
اليأس,0.149,غضب
شعور,0.147,غضب
مصدقة,0.145,غضب
الحذر,0.145,غضب
دعم مالي,0.141,غضب
ظريف,0.141,غضب
أخلاق,0.141,غضب
الجنيه الإسترليني,0.141,غضب
جبان,0.14,غضب
المشكله,0.139,غضب
أخطأ في التهجئة والإملاء,0.136,غضب
سيارة صالون,0.136,غضب
رد,0.136,غضب
عيب,0.136,غضب
ضريبة إضافية,0.136,غضب
الجيز,0.136,غضب
جلد,0.135,غضب
مستجد,0.133,غضب
بوق,0.133,غضب
أوركسترا,0.132,غضب
منافس,0.125,غضب
لاسلكي,0.125,غضب
تراوح مكانها,0.125,غضب
مسجد,0.122,غضب
"انعكاس، ارتداد، انقلاب",0.121,غضب
غفلة,0.121,غضب
ربط الحذاء,0.118,غضب
كوع,0.117,غضب
غريزي,0.112,غضب
ترنيمة,0.111,غضب
وحيد,0.109,غضب
قزم,0.109,غضب
تحمل,0.106,غضب
إدارة,0.102,غضب
مرافعة,0.1,غضب
أخلاقي,0.094,غضب
أعمال صيانة الطرق,0.091,غضب
صادق,0.087,غضب
كثير النسيان,0.076,غضب
شخص مهذب,0.076,غضب
الخمور,0.075,غضب
مال,0.074,غضب
غطاء محرك السيارة,0.071,غضب
منهاج دراسي,0.063,غضب
كلمات,0.062,غضب
رائحة,0.061,غضب
قزم,0.061,غضب
لعوب,0.061,غضب
دار الأوبرا,0.061,غضب
تغذية,0.059,غضب
NO TRANSLATION,0.059,غضب
مستشار,0.059,غضب
بوق,0.059,غضب
مسقط الرأس,0.051,غضب
شريط,0.047,غضب
شباب,0.045,غضب
تصويت,0.045,غضب
السيولة النقدية,0.039,غضب
NO TRANSLATION,0.031,غضب
سيدة,0.03,غضب
كعكة بالفواكه,0.03,غضب
بوفيه,0.029,غضب
نجاح كبير,0.026,غضب
التصحيح التلقائي,0.015,غضب
الأختية,0.015,غضب
موسيقي,0.011,غضب
شجرة,0,غضب
توقع,0.859,ترقب
فرح,0.859,ترقب
توقع,0.82,ترقب
إثارة,0.82,ترقب
رغبه قويه,0.812,ترقب
مثير,0.797,ترقب
متوقع,0.789,ترقب
مثير,0.781,ترقب
أمل,0.773,ترقب
بحث,0.766,ترقب
expectance,0.75,ترقب
العد التنازلي,0.75,ترقب
بداية,0.75,ترقب
توقعي,0.75,ترقب
مغامرة,0.75,ترقب
حريص,0.742,ترقب
ذروة,0.742,ترقب
أثار,0.742,ترقب
نبوءة,0.742,ترقب
تجنب,0.742,ترقب
توقع,0.742,ترقب
ولادة,0.734,ترقب
قذف,0.734,ترقب
إعلان,0.734,ترقب
تحرير,0.727,ترقب
العاجلة,0.727,ترقب
تتوقع,0.727,ترقب
توقع,0.727,ترقب
شيك,0.727,ترقب
أطمح,0.719,ترقب
احتمال,0.719,ترقب
خوف,0.719,ترقب
جمع شمل,0.719,ترقب
التنقيب,0.719,ترقب
رحلة,0.719,ترقب
الغموض,0.711,ترقب
رحلة,0.711,ترقب
قبلة,0.711,ترقب
حماس,0.711,ترقب
تشويق,0.711,ترقب
نشوة,0.711,ترقب
نشوة,0.711,ترقب
توق,0.711,ترقب
الاستعجال,0.703,ترقب
المكان المقصود,0.703,ترقب
محمومة,0.703,ترقب
إثارة,0.703,ترقب
التشويق,0.703,ترقب
محتمل,0.703,ترقب
متفائل,0.703,ترقب
اليانصيب,0.703,ترقب
تقدم,0.703,ترقب
محيرة,0.703,ترقب
تقدم,0.695,ترقب
يكتشف,0.695,ترقب
حرر,0.695,ترقب
استعداد,0.695,ترقب
عجل,0.695,ترقب
وصول,0.695,ترقب
عطلة,0.695,ترقب
توقع,0.695,ترقب
جنس,0.695,ترقب
موهلات,0.695,ترقب
تنبؤ,0.695,ترقب
إغراء,0.688,ترقب
شاطح,0.688,ترقب
تقترب,0.688,ترقب
الانتفاضة,0.68,ترقب
شهر العسل,0.68,ترقب
روليت,0.68,ترقب
اوجها,0.672,ترقب
يوم الاجازة,0.672,ترقب
تواق,0.672,ترقب
الاحتفال,0.672,ترقب
انتظار,0.664,ترقب
المكاسب,0.664,ترقب
رعشة الجماع,0.664,ترقب
فوز,0.664,ترقب
وشيك الحدوث,0.664,ترقب
رسالة دعوة,0.664,ترقب
إنقاذ,0.664,ترقب
حنين,0.664,ترقب
انتصار,0.664,ترقب
احتفال,0.656,ترقب
فوز,0.656,ترقب
تطمح,0.656,ترقب
ربح,0.656,ترقب
الفوز بالجائزة الكبرى,0.656,ترقب
زواج,0.656,ترقب
السعي,0.656,ترقب
العريس,0.656,ترقب
جائزة او مكافاة,0.656,ترقب
ثروة,0.656,ترقب
زفافي,0.656,ترقب
تودد,0.656,ترقب
كنز,0.648,ترقب
فرصة,0.648,ترقب
دسيسة,0.648,ترقب
توصيل,0.648,ترقب
تأهب,0.648,ترقب
الدخول الى الجسم,0.648,ترقب
ميراث,0.648,ترقب
ارتفاع,0.648,ترقب
غدا,0.648,ترقب
عالم الغيب,0.648,ترقب
تتويج,0.648,ترقب
ثورة,0.641,ترقب
شهواني,0.641,ترقب
مذهل,0.641,ترقب
قلق,0.641,ترقب
البعثة,0.641,ترقب
إمكانية,0.641,ترقب
إطلاق,0.641,ترقب
عروس,0.641,ترقب
مشهور,0.641,ترقب
المراجع,0.641,ترقب
مخطوب,0.641,ترقب
حساب,0.641,ترقب
جائزة,0.641,ترقب
سعادة,0.641,ترقب
الضجيج,0.641,ترقب
يستلم,0.641,ترقب
فضولي,0.633,ترقب
ينجح,0.633,ترقب
عيد الميلاد,0.633,ترقب
تخرج,0.633,ترقب
احترس,0.633,ترقب
رؤية,0.633,ترقب
عاطفي,0.633,ترقب
بهجة,0.633,ترقب
مصير,0.633,ترقب
مشؤوم,0.633,ترقب
آت,0.633,ترقب
ترقب,0.633,ترقب
شغف,0.633,ترقب
بكر,0.633,ترقب
أسر,0.633,ترقب
إعداد,0.633,ترقب
معجزة,0.633,ترقب
منتصر,0.625,ترقب
شهوة,0.625,ترقب
تقاعد,0.625,ترقب
هرب,0.625,ترقب
هدية مجانية,0.625,ترقب
وحي,0.625,ترقب
التفاؤل,0.625,ترقب
توقع,0.625,ترقب
استوى,0.625,ترقب
إحياء,0.625,ترقب
تعانق,0.617,ترقب
محفوف بالمخاطر,0.617,ترقب
طموح,0.617,ترقب
يجيش,0.617,ترقب
بشكل مفاجئ,0.617,ترقب
حافة,0.617,ترقب
ساحر,0.617,ترقب
إزهار,0.617,ترقب
بصيرة,0.617,ترقب
نذير,0.617,ترقب
معد,0.617,ترقب
النجاح,0.609,ترقب
سحري,0.609,ترقب
علاوة,0.609,ترقب
انتبه احذر خذ بالك,0.609,ترقب
نكاح,0.609,ترقب
التنبيهات,0.609,ترقب
القلق,0.609,ترقب
الإغراء,0.609,ترقب
توقعات,0.609,ترقب
معد,0.602,ترقب
ألهم,0.602,ترقب
التشخيص,0.602,ترقب
حالم,0.602,ترقب
متوتر,0.602,ترقب
استحق,0.602,ترقب
تحقيق,0.602,ترقب
النزهة,0.602,ترقب
طالب وظيفة,0.602,ترقب
متوقعة,0.602,ترقب
مسلي,0.602,ترقب
انتقام,0.602,ترقب
نجاح,0.602,ترقب
نبوي,0.602,ترقب
الفائز,0.602,ترقب
شوق,0.602,ترقب
الكيد المرتد,0.602,ترقب
نتيجة,0.594,ترقب
تسارع,0.594,ترقب
شرب حتى الثمالة,0.594,ترقب
كسب,0.594,ترقب
تزوج,0.594,ترقب
أنار,0.594,ترقب
رومانسي,0.594,ترقب
إحياء,0.594,ترقب
حظ,0.594,ترقب
القدوم,0.594,ترقب
تأهب,0.594,ترقب
قوة الدفع,0.594,ترقب
يصل,0.594,ترقب
تنبؤ,0.589,ترقب
تتمة,0.586,ترقب
مال,0.586,ترقب
محاولة,0.586,ترقب
رعاية,0.586,ترقب
العيد,0.586,ترقب
السحب,0.586,ترقب
تجهيز,0.586,ترقب
رفع,0.586,ترقب
تحقيق,0.586,ترقب
لعب القمار,0.586,ترقب
لذيذ,0.586,ترقب
تتمتع,0.586,ترقب
طلب,0.586,ترقب
نافذ الصبر,0.586,ترقب
متأخر,0.586,ترقب
حن,0.586,ترقب
يغازل,0.586,ترقب
متحمس,0.586,ترقب
افتراض,0.586,ترقب
غمر,0.586,ترقب
تقدم,0.586,ترقب
تجربة,0.58,ترقب
جذاب,0.578,ترقب
خطورة,0.578,ترقب
بركة,0.578,ترقب
حصاد,0.578,ترقب
تجاوز,0.578,ترقب
سماوي,0.578,ترقب
سهل المنال,0.578,ترقب
استمتع,0.578,ترقب
عرافة,0.578,ترقب
حفيات,0.578,ترقب
شفاء,0.578,ترقب
مهيب,0.578,ترقب
صخب,0.578,ترقب
عطش,0.578,ترقب
علاج,0.578,ترقب
تزدهر,0.578,ترقب
خطر,0.578,ترقب
الصيد,0.578,ترقب
الانتهاء,0.578,ترقب
مزدهر,0.578,ترقب
شهية,0.57,ترقب
يغيظ,0.57,ترقب
صانع عيدان الثقاب,0.57,ترقب
بأثر مستقبلي,0.57,ترقب
الأرق,0.57,ترقب
حبيبة القلب,0.57,ترقب
تحرير,0.57,ترقب
أقصى,0.57,ترقب
دعا,0.57,ترقب
مقامر,0.57,ترقب
تجرؤ,0.57,ترقب
خطة,0.57,ترقب
روعة,0.57,ترقب
حذر,0.57,ترقب
أخيرا,0.57,ترقب
حميم,0.57,ترقب
فأل,0.57,ترقب
محاولة,0.562,ترقب
محذر,0.562,ترقب
مرح,0.562,ترقب
مهرجان,0.562,ترقب
غنيمة,0.562,ترقب
نبتهج,0.562,ترقب
جلبة,0.562,ترقب
ميل,0.562,ترقب
كثف,0.562,ترقب
موكب,0.562,ترقب
يسحر,0.562,ترقب
استقلال,0.562,ترقب
تعرض,0.562,ترقب
خلود,0.562,ترقب
متوقع,0.562,ترقب
غامض,0.562,ترقب
فرضية,0.562,ترقب
احتضان,0.562,ترقب
حبيب,0.562,ترقب
سرع,0.562,ترقب
بطل,0.562,ترقب
جميل,0.555,ترقب
ابتهاج,0.555,ترقب
استيعاب,0.555,ترقب
تنمو,0.555,ترقب
حب الاستطلاع,0.555,ترقب
روعة,0.555,ترقب
خلاص,0.555,ترقب
السعيدة,0.555,ترقب
وحي,0.555,ترقب
NO TRANSLATION,0.555,ترقب
كشف,0.555,ترقب
عاصف,0.555,ترقب
حرية,0.555,ترقب
بطولة,0.555,ترقب
شعور,0.555,ترقب
التسوق,0.555,ترقب
مصير,0.555,ترقب
