tweet,label,clean_tweet,clean_tweet_no_stop,clean_tweet_lemitized,clean_tweet_stemmed,lexicon_score_anger,lexicon_score_fear,lexicon_score_joy,lexicon_score_sadness
قمت أخاف أدخل في أي مشكله تستوي ف المول أحس برنامج الصدمه,fear,قمت أخاف أدخل في أي مشكله تستوي ف المول أحس برنامج الصدمه,قمت أخاف أدخل   مشكله تستوي  المول أحس برنامج الصدمه,قمت أخاف أدخل مشكله تستوي المول أحس برنامج الصدمه,قمت اخف دخل شكل سوي مول احس رنمج صدم,0.0,0.0,0.0,0.0
مهما كنت خائفه أن تغادرني يوما لايكاد يكون خوفي شيئا أمام رهبتي أن كل مافات لم يكن حبا وأنني لم أكن شيئا يلمس قلبك وتخيفك خسارته,fear,مهما كنت خائفه أن تغادرني يوما لايكاد يكون خوفي شيئا أمام رهبتي أن كل مافات لم يكن حبا وأنني لم أكن شيئا يلمس قلبك وتخيفك خسارته, كنت خائفه  تغادرني يوما لايكاد يكون خوفي شيئا  رهبتي   مافات  يكن حبا وأنني  أكن شيئا يلمس قلبك وتخيفك خسارته,كنت خائفه تغادرني يوما لايكاد يكون خوفي شيئا رهبتي مافات يكن حبا وأنني أكن شيئا يلمس قلبك وتخيفك خسارته,كنت خئف غدر يوم يكد يكون خوف شيئ رهب ماف يكن حبا وأن اكن شيئ لمس قلب تخف خسر,0.5,0.828,0.547,0.0
كان الحلم دوله خليجيه واحده فأصبح الحلم كابوس #كلنا_قطر #كلنا_تميم,fear,كان الحلم دوله خليجيه واحده فأصبح الحلم كابوس  كلناقطر  كلناتميم, الحلم دوله خليجيه واحده فأصبح الحلم كابوس  كلناقطر  كلناتميم,الحلم دوله خليجيه واحده فأصبح الحلم كابوس كلناقطر كلناتميم,حلم دول خلج وحد أصبح حلم كبس كلناقطر كلناتميم,0.0,0.0,0.968,0.0
كل ما تبئى طيب وغلبان وبتخاف على مشاعر الناس كل الناس دول حيدوك على أفاك,fear,كل ما تبئى طيب وغلبان وبتخاف على مشاعر الناس كل الناس دول حيدوك على أفاك,  تبئى طيب وغلبان وبتخاف  مشاعر الناس  الناس دول حيدوك  أفاك,تبئى طيب وغلبان وبتخاف مشاعر الناس الناس دول حيدوك أفاك,بئى طيب غلب تخف شعر ناس ناس دول حيدو افك,0.0,0.0,0.0,0.0
ياخي خاف ربك لا تخوفنا,fear,ياخي خاف ربك لا تخوفنا,ياخي خاف ربك  تخوفنا,ياخي خاف ربك تخوفنا,يخي خاف ربك تخف,0.0,0.0,0.0,0.0
هاذا مو انتقام وبس انتي قضيتي علي,fear,هاذا مو انتقام وبس انتي قضيتي علي,هاذا مو انتقام وبس انتي قضيتي علي,هاذا مو انتقام وبس انتي قضيتي علي,هذا مو نقم وبس انت قضت علي,0.0,0.0,0.0,0.0
#يعني_ايه_حكم_العساكر \nامبارح تيران وصنافير..! \nوانهارده الوراق ..! \nوبكره هيجي الدور على بيتك..!!\nقوم اصرخ ثور✊ \nكفايه خوف 😒 \nكفايه سكوت 😡,fear, يعنيايهحكمالعساكر امبارح تيران وصنافير وانهارده الوراق  وبكره هيجي الدور على بيتكقوم اصرخ ثور كفايه خوف  كفايه سكوت , يعنيايهحكمالعساكر امبارح تيران وصنافير وانهارده الوراق  وبكره هيجي الدور  بيتكقوم اصرخ ثور كفايه خوف  كفايه سكوت ,يعنيايهحكمالعساكر امبارح تيران وصنافير وانهارده الوراق وبكره هيجي الدور بيتكقوم اصرخ ثور كفايه خوف كفايه سكوت,يعنيايهحكمالعساكر برح تير صنافير وانهارده ورق بكر هيج دور كقم صرخ ثور كفي خوف كفي سكت,0.5,0.828,0.531,0.0
❥ يارب إني أخاف أن أتمتع بذنب فأنسى نفسي فيه فتسوء خاتمتي يارب أبعد عني كل ذنب صغيرا كان أو عظيما,fear, يارب إني أخاف أن أتمتع بذنب فأنسى نفسي فيه فتسوء خاتمتي يارب أبعد عني كل ذنب صغيرا كان أو عظيما, يارب إني أخاف  أتمتع بذنب فأنسى نفسي  فتسوء خاتمتي يارب أبعد عني  ذنب صغيرا   عظيما,يارب إني أخاف أتمتع بذنب فأنسى نفسي فتسوء خاتمتي يارب أبعد عني ذنب صغيرا عظيما,يرب اني اخف متع ذنب أنسى نفس تسء ختم يرب بعد عني ذنب صغر عظي,0.359,0.469,0.0,0.5
انتي اقرب حد ليا يعني المفروض عرفاني، ازاي قدرتي توجعيني كده!,fear,انتي اقرب حد ليا يعني المفروض عرفاني ازاي قدرتي توجعيني كده,انتي اقرب حد ليا يعني المفروض عرفاني ازاي قدرتي توجعيني كده,انتي اقرب حد ليا يعني المفروض عرفاني ازاي قدرتي توجعيني كده,انت قرب حد ليا يعن فرض عرف ازي قدر وجع كده,0.424,0.516,0.552,0.531
مبقتشي خايف من الفاينال رهبة الامتحان اللي كانت ملازمني عند اي امتحان هي اللي كانت بتخليني اذاكر والرهبة دي راحت ودي مش حاجه كويسه خالص,fear,مبقتشي خايف من الفاينال رهبة الامتحان اللي كانت ملازمني عند اي امتحان هي اللي كانت بتخليني اذاكر والرهبة دي راحت ودي مش حاجه كويسه خالص,مبقتشي خايف  الفاينال رهبة الامتحان اللي كانت ملازمني  اي امتحان  اللي كانت بتخليني اذاكر والرهبة دي راحت ودي مش حاجه كويسه خالص,مبقتشي خايف الفاينال رهبة الامتحان اللي كانت ملازمني اي امتحان اللي كانت بتخليني اذاكر والرهبة دي راحت ودي مش حاجه كويسه خالص,بقتش خيف ينل رهب متح الل كانت لزم اي متح الل كانت تخل ذكر رهب دي رحت ودي مش حجه كوس خلص,0.0,0.09699999999999999,0.188,0.307
رغم كمية الإمتحانات ال درتهم في حياتي بش ضروري قبل كل أول إمتحان يجيني تلبك معوي و نعيش في وهم واحد ما عمره دار إمتحان و متوتر للمليون,fear,رغم كمية الإمتحانات ال درتهم في حياتي بش ضروري قبل كل أول إمتحان يجيني تلبك معوي و نعيش في وهم واحد ما عمره دار إمتحان و متوتر للمليون,رغم كمية الإمتحانات ال درتهم  حياتي بش ضروري    إمتحان يجيني تلبك معوي  نعيش  وهم   عمره دار إمتحان  متوتر للمليون,رغم كمية الإمتحانات ال درتهم حياتي بش ضروري إمتحان يجيني تلبك معوي نعيش وهم عمره دار إمتحان متوتر للمليون,رغم كمة محن ال درت حيت بش ضرر متح يجي تلب عوي نعش وهم عمر دار متح توتر ملي,2.1870000000000003,1.8250000000000002,0.0,1.766
لن انسى ارتجاف شفتاي عند تقبيل جبينك البارد نظرتي الأخيرة لك و بكاء قلبي المستمر جمعني الله بك في جنته يارب أختي فقيدة قلبي#اروى_الحمدان 😔 💗,fear,لن انسى ارتجاف شفتاي عند تقبيل جبينك البارد نظرتي الأخيرة لك و بكاء قلبي المستمر جمعني الله بك في جنته يارب أختي فقيدة قلبي اروىالحمدان  , انسى ارتجاف شفتاي  تقبيل جبينك البارد نظرتي الأخيرة   بكاء قلبي المستمر جمعني الله   جنته يارب أختي فقيدة قلبي اروىالحمدان  ,انسى ارتجاف شفتاي تقبيل جبينك البارد نظرتي الأخيرة بكاء قلبي المستمر جمعني الله جنته يارب أختي فقيدة قلبي اروىالحمدان,نسى رجف شفت قبل جبن برد نظر خير بكء قلب سمر جمع الل جنت يرب اخت فقد قلب اروىالحمد,0.0,0.0,1.5630000000000002,0.0
بحس إن أي سُلطة في البلد بتستخدم أسلوب التخويف ، و احنا بنحبط و بنغضب بس عمرنا ما نتجرأ نرد ، مفيش حاجة تحميك أو تضمنلك حقك ،البقاء للأقوى,fear,بحس إن أي سلطة في البلد بتستخدم أسلوب التخويف  و احنا بنحبط و بنغضب بس عمرنا ما نتجرأ نرد  مفيش حاجة تحميك أو تضمنلك حقك البقاء للأقوى,بحس   سلطة  البلد بتستخدم أسلوب التخويف   احنا بنحبط  بنغضب  عمرنا  نتجرأ نرد  مفيش حاجة تحميك  تضمنلك حقك البقاء للأقوى,بحس سلطة البلد بتستخدم أسلوب التخويف احنا بنحبط بنغضب عمرنا نتجرأ نرد مفيش حاجة تحميك تضمنلك حقك البقاء للأقوى,بحس سلط بلد خدم سلب خوف احن حبط غضب عمر جرأ نرد فيش حجة حمك ضمنل حقك بقء اقى,1.895,1.8139999999999998,0.0,0.835
مخيف هو هذا العالم حرب نار ودخان أينما وليت خوف موت واقتتال و دم تعال نهرب بنا بيعيدا نسرق من الأرض ملجأ نزرعه حب وياسمين #تنهيدة,fear,مخيف هو هذا العالم حرب نار ودخان أينما وليت خوف موت واقتتال و دم تعال نهرب بنا بيعيدا نسرق من الأرض ملجأ نزرعه حب وياسمين  تنهيدة,مخيف   العالم حرب نار ودخان  وليت خوف موت واقتتال  دم تعال نهرب  بيعيدا نسرق  الأرض ملجأ نزرعه حب وياسمين  تنهيدة,مخيف العالم حرب نار ودخان وليت خوف موت واقتتال دم تعال نهرب بيعيدا نسرق الأرض ملجأ نزرعه حب وياسمين تنهيدة,خيف علم حرب نار ودخ ولت خوف موت قتل دم تعل هرب يعد سرق ارض لجأ زرع حب يسم نهد,2.1310000000000002,4.487,1.04,1.5780000000000003
